Scopus ID,Source ID,ISSN(IA),eISSN(IA),ISBN(IA),Title,Creator,Publication Name,Cover Date,Cited by #,Type,Subtype,Article number (IA),Volume(IA),DOI(IA),Affiliation(IA)
85184881691,25349,00489697,18791026,,The scientific basis of ‘net zero emissions’ and its diverging sociopolitical representation,Becken S.,Science of the Total Environment,2024-03-25,0,Journal,Note,170725,918,10.1016/j.scitotenv.2024.170725,Griffith Business School-Brisbane-Australia
85184842526,25349,00489697,18791026,,"Extreme rainfall, farmer vulnerability, and labor mobility—Evidence from rural China",Wang H.,Science of the Total Environment,2024-03-25,0,Journal,Article,170866,918,10.1016/j.scitotenv.2024.170866,"School of Economics, Zhejiang University-Hangzhou-China"
85184754912,25349,00489697,18791026,,Can permanent grassland soils with elevated organic carbon buffer negative effects of more persistent precipitation regimes on forage grass performance?,Reynaert S.,Science of the Total Environment,2024-03-25,0,Journal,Article,170623,918,10.1016/j.scitotenv.2024.170623,Universiteit Antwerpen-Antwerpen-Belgium
85184665133,25349,00489697,18791026,,The impact of extreme weather events exceeds those due to global-change drivers on coastal phytoplankton assemblages,Helbling E.W.,Science of the Total Environment,2024-03-25,0,Journal,Article,170644,918,10.1016/j.scitotenv.2024.170644,Estación de Fotobiología Playa Unión-Rawson-Argentina
85184662848,25349,00489697,18791026,,Ocean acidification alters shellfish-algae nutritional value and delivery,Jia R.,Science of the Total Environment,2024-03-25,0,Journal,Article,170841,918,10.1016/j.scitotenv.2024.170841,"Shandong University, Weihai-Weihai-China"
85184655549,25349,00489697,18791026,,Carbon removal and climate change mitigation by seaweed farming: A state of knowledge review,Pessarrodona A.,Science of the Total Environment,2024-03-25,0,Journal,Review,170525,918,10.1016/j.scitotenv.2024.170525,The University of Western Australia-Perth-AustraliaxConservation International-Arlington-United StatesxInternational Blue Carbon Institute-Singapore City-Singapore
85184522677,25349,00489697,18791026,,Effect of increased pCO<inf>2</inf> and temperature on the phytoplankton community in the coastal of Yellow Sea,Fu X.,Science of the Total Environment,2024-03-25,0,Journal,Article,170520,918,10.1016/j.scitotenv.2024.170520,Southern Marine Science and Engineering Guangdong Laboratory-Zhuhai-ChinaxTianjin University of Science &amp; Technology-Tianjin-China
85184522377,25349,00489697,18791026,,Nitrogen fertilization reduces plant diversity by changing the diversity and stability of arbuscular mycorrhizal fungal community in a temperate steppe,Zhang C.,Science of the Total Environment,2024-03-25,0,Journal,Article,170775,918,10.1016/j.scitotenv.2024.170775,University of Chinese Academy of Sciences-Beijing-ChinaxInstitute of Soil Sciences Chinese Academy of Sciences-Nanjing-China
85184140092,25349,00489697,18791026,,Soil warming affects sap flow and stomatal gas exchange through altering functional traits in a subtropical forest,Hu W.,Science of the Total Environment,2024-03-25,0,Journal,Article,170581,918,10.1016/j.scitotenv.2024.170581,South China Botanical Garden-Guangzhou-ChinaxUniversity of Chinese Academy of Sciences-Beijing-China
85184124540,13602,09628436,14712970,,Thyroid hormone links environmental signals to DNA methylation,Seebacher F.,Philosophical Transactions of the Royal Society B: Biological Sciences,2024-03-25,1,Journal,Review,20220506,379,10.1098/rstb.2022.0506,The University of Sydney-Sydney-Australia
85184117355,13602,09628436,14712970,,Fish reproduction in a warming world: vulnerable points in hormone regulation from sex determination to spawning,Lema S.C.,Philosophical Transactions of the Royal Society B: Biological Sciences,2024-03-25,3,Journal,Review,20220516,379,10.1098/rstb.2022.0516,"California Polytechnic State University, San Luis Obispo-San Luis Obispo-United States"
85184102202,13602,09628436,14712970,,Endocrine–circadian interactions in birds: implications when nights are no longer dark,Helm B.,Philosophical Transactions of the Royal Society B: Biological Sciences,2024-03-25,1,Journal,Review,20220514,379,10.1098/rstb.2022.0514,Swiss Ornithological Institute-Sempach-Switzerland
85184099346,13602,09628436,14712970,,Climate change and its effects on body size and shape: The role of endocrine mechanisms,Names G.R.,Philosophical Transactions of the Royal Society B: Biological Sciences,2024-03-25,1,Journal,Article,20220509,379,10.1098/rstb.2022.0509,North Dakota State University-Fargo-United StatesxCalifornia Lutheran University-Thousand Oaks-United States
85184097495,13602,09628436,14712970,,Endocrine flexibility can facilitate or constrain the ability to cope with global change,Taff C.C.,Philosophical Transactions of the Royal Society B: Biological Sciences,2024-03-25,2,Journal,Article,20220502,379,10.1098/rstb.2022.0502,Cornell University-Ithaca-United States
85184093380,13602,09628436,14712970,,Endocrine responses to environmental variation,Little A.G.,Philosophical Transactions of the Royal Society B: Biological Sciences,2024-03-25,0,Journal,Review,20220515,379,10.1098/rstb.2022.0515,McMaster University-Hamilton-Canada
85184026909,25349,00489697,18791026,,Bioenergetic status of swordfish (Xiphias gladius) during the El Niño Southern Oscillation (ENSO) in the Southeast Pacific Ocean: An interannual scale,Lazo-Andrade J.,Science of the Total Environment,2024-03-25,0,Journal,Article,170354,918,10.1016/j.scitotenv.2024.170354,Universidad Catolica de la Santisima Concepcion-Concepcion-Chile
85183994495,25349,00489697,18791026,,Effects of intercropping on soil greenhouse gas emissions - A global meta-analysis,Gui D.,Science of the Total Environment,2024-03-25,0,Journal,Article,170632,918,10.1016/j.scitotenv.2024.170632,Kunming University of Science and Technology-Kunming-China
85183979495,25349,00489697,18791026,,Spatio-temporal characteristics and driving mechanism of land degradation sensitivity in Northwest China,Zhang L.,Science of the Total Environment,2024-03-25,0,Journal,Article,170403,918,10.1016/j.scitotenv.2024.170403,Chang'an University-Xi'an-China
85183969172,25349,00489697,18791026,,Vascular plant communities and biocrusts act as controlling factors in mitigating soil erosion on the Great Wall in a semi-humid area of Northwestern China,Liu Y.,Science of the Total Environment,2024-03-25,0,Journal,Article,170515,918,10.1016/j.scitotenv.2024.170515,Northwest Institute of Eco-Environment and Resources-Lanzhou-ChinaxUniversity of Chinese Academy of Sciences-Beijing-China
85183960663,25349,00489697,18791026,,Under-researched and under-reported new findings in microplastic field,Bohdan K.,Science of the Total Environment,2024-03-25,0,Journal,Note,170466,918,10.1016/j.scitotenv.2024.170466,University of the West of England-Bristol-United Kingdom
85182885195,21100781401,10045759,,,Effects of compound sand control measures on soil bacterial community structure and function,Wang A.L.,Acta Prataculturae Sinica,2024-03-24,0,Journal,Article,,33,10.11686/cyxb2023140,Gansu Agricultural University-Lanzhou-China
85182710920,21100781401,10045759,,,Comprehensive evaluation of silage maize hybrids in the Huanghuaihai plain based on mega-environments delineated using envirotyping techniques,Yue H.W.,Acta Prataculturae Sinica,2024-03-24,0,Journal,Article,,33,10.11686/cyxb2023187,Hebei Academy of Agricultural and Forestry Sciences-Shijiazhuang-China
85182654134,21100781401,10045759,,,Using the model MaxEnt to predict plant distribution patterns of different functional groups in the alpine meadow ecosystem on Sichuan-Yunnan Plateau,You Z.Y.,Acta Prataculturae Sinica,2024-03-24,0,Journal,Article,,33,10.11686/cyxb2023146,Southwest University for Nationalities-Chengdu-China
85188839070,21101039448,,26947684,,Signs of foraging by wild boar as an indication of disturbance to ground-nesting birds,Roda F.,Journal of Vertebrate Biology,2024-03-22,0,Journal,Article,73,73,10.25225/jvb.23103,Parc National de Port-Cros-Hyeres-France
85188648908,4400151418,18149324,18149332,,Extreme springs in Switzerland since 1763 in climate and phenological indices,Imfeld N.,Climate of the Past,2024-03-22,0,Journal,Article,,20,10.5194/cp-20-659-2024,University of Bern-Bern-Switzerland
85188646454,12091,16807316,16807324,,Quantifying the tropospheric ozone radiative effect and its temporal evolution in the satellite era,Pope R.J.,Atmospheric Chemistry and Physics,2024-03-22,0,Journal,Article,,24,10.5194/acp-24-3613-2024,University of Leeds-Leeds-United Kingdom
85188638798,19900192023,21904979,21904987,,Diagnosing the causes of AMOC slowdown in a coupled model: a cautionary tale,Gérard J.,Earth System Dynamics,2024-03-22,0,Journal,Article,,15,10.5194/esd-15-293-2024,Université Catholique de Louvain-Louvain-la-Neuve-Belgium
85188635139,21100900345,,25743805,,Defining Roles and Responsibilities of the Health Workforce to Respond to the Climate Crisis,Sorensen C.J.,JAMA Network Open,2024-03-22,1,Journal,Review,,7,10.1001/jamanetworkopen.2024.1435,Columbia University Irving Medical Center-New York-United StatesxMailman School of Public Health-New York-United States
85188599139,11700154363,19940416,19940424,,Extreme melting at Greenland's largest floating ice tongue,Zeising O.,Cryosphere,2024-03-22,0,Journal,Article,,18,10.5194/tc-18-1333-2024,Alfred-Wegener-Institut Helmholtz-Zentrum für Polar- und Meeresforschung-Bremerhaven-GermanyxUniversität Bremen-Bremen-Germany
85188592449,4400151705,18120784,18120792,,Machine learning methods to predict sea surface temperature and marine heatwave occurrence: a case study of the Mediterranean Sea,Bonino G.,Ocean Science,2024-03-22,0,Journal,Article,,20,10.5194/os-20-417-2024,Fondazione Centro Euro-Mediterraneo sui Cambiamenti Climatici-Lecce-Italy
85188575975,21100197121,1991959X,19919603,,"Interactions between atmospheric composition and climate change - progress in understanding and future opportunities from AerChemMIP, PDRMIP, and RFMIP",Fiedler S.,Geoscientific Model Development,2024-03-22,0,Journal,Review,,17,10.5194/gmd-17-2387-2024,GEOMAR - Helmholtz-Zentrum für Ozeanforschung Kiel-Kiel-GermanyxChristian-Albrechts-Universität zu Kiel-Kiel-Germany
85187320296,21100914527,,25740970,,Silicon Nanoparticles Wrapped in a Double-Layer Coating of Chitin-Derived Nitrogen-Doped Carbon Nanosheet and Pitch-Based Carbon Enabling Efficient Lithium Storage,Chen Z.,ACS Applied Nano Materials,2024-03-22,0,Journal,Article,,7,10.1021/acsanm.4c00126,East China University of Science and Technology-Shanghai-China
85186412007,26991,03603199,,,Retrofit concept for 100% hydrogen operation on natural gas lean-burn engine with spark ignition and prechamber system: Engine performance under hydrogen-mixing and load limits,Ichikawa Y.,International Journal of Hydrogen Energy,2024-03-22,0,Journal,Article,,60,10.1016/j.ijhydene.2024.02.159,National Maritime Research Institute-Mitaka-Japan
85188300210,21100786528,1005264X,,,Analysis of spatial and temporal variation in grassland vegetation cover in the Tianshan Mountains and the driving factors from 2001 to 2020,Chen Y.H.,Chinese Journal of Plant Ecology,2024-03-20,0,Journal,Article,,48,10.17521/cjpe.2023.0155,Xinjiang Normal University-Urumqi-China
85188094841,21101037113,,26663864,,Self-powered carbon-neutral system,Wang W.,Cell Reports Physical Science,2024-03-20,0,Journal,Article,101871,5,10.1016/j.xcrp.2024.101871,Guangxi University-Nanning-ChinaxChinese Academy of Sciences-Beijing-China
85187845287,21100834904,,25424351,,Assessing the potential of decarbonization options for industrial sectors,Gailani A.,Joule,2024-03-20,0,Journal,Review,,8,10.1016/j.joule.2024.01.007,University College London-London-United KingdomxUniversity of Leeds-Leeds-United Kingdom
85187678119,21101083002,16735102,,,Response of Potential Geographic Distribution of Amygdalus mongolica to Climate Change,Xiaohui H.,Bulletin of Botanical Research,2024-03-20,0,Journal,Article,,44,10.7525/j.issn.1673-5102.2024.02.003,Northwest Institute of Eco-Environment and Resources-Lanzhou-ChinaxInner Mongolia University of Science and Technology-Baotou-China
85187641420,21101083002,16735102,,,"Effects of Temperature and Precipitation on Intra-Annual Xylem Growth of Quercus mongolica in Liupan Mountain Nature Reserve, China",Li Q.,Bulletin of Botanical Research,2024-03-20,0,Journal,Article,,44,10.7525/j.issn.1673-5102.2024.02.014,Guangxi University-Nanning-China
85187362603,24672,15287483,15287505,,"Amorphous-to-Crystalline Transition of Ca-Mg-Carbonates as a Function of Composition, Time, and Temperature",Cheng J.,Crystal Growth and Design,2024-03-20,0,Journal,Article,,24,10.1021/acs.cgd.3c01232,University of Alberta-Edmonton-Canada
85187007849,33722,00218561,15205118,,Deciphering Microbial Community and Nitrogen Fixation in the Legume Rhizosphere,Yang Y.,Journal of Agricultural and Food Chemistry,2024-03-20,0,Journal,Article,,72,10.1021/acs.jafc.3c09160,Zhejiang University of Technology-Hangzhou-China
85186881023,25776,10406182,,,"Multi-proxy environmental reconstruction of the Eemian and Early Vistulian – Before, during and after the life of the forest rhino Stephanorhinus kirchbergensis (Jäger, 1839) from Gorzów Wielkopolski (NW Poland)",Hrynowiecka A.,Quaternary International,2024-03-20,1,Journal,Article,,686-687,10.1016/j.quaint.2024.01.015,Polish Geological Institute - National Research Institute-Warsaw-Poland
85185447962,25349,00489697,18791026,,Soil nitrogen availability drives the response of soil microbial biomass to warming,Li S.,Science of the Total Environment,2024-03-20,1,Journal,Article,170505,917,10.1016/j.scitotenv.2024.170505,Anhui Science and Technology University-Bengbu-China
85185201304,25349,00489697,18791026,,Whole transcriptome analysis of demersal fish eggs reveals complex responses to ocean deoxygenation and acidification,Iguchi A.,Science of the Total Environment,2024-03-20,0,Journal,Article,169484,917,10.1016/j.scitotenv.2023.169484,Geological Survey of Japan-Tsukuba-JapanxNational Institute of Advanced Industrial Science and Technology-Tsukuba-Japan
85185195599,25349,00489697,18791026,,Thermal photogrammetry on a permafrost rock wall for the active layer monitoring,Ponti S.,Science of the Total Environment,2024-03-20,0,Journal,Article,170391,917,10.1016/j.scitotenv.2024.170391,Università degli Studi dell'Insubria-Varese-Italy
85185192788,25349,00489697,18791026,,Dry-season length affects the annual ecosystem carbon balance of a temperate semi-arid shrubland,Mu Y.,Science of the Total Environment,2024-03-20,0,Journal,Article,170532,917,10.1016/j.scitotenv.2024.170532,Beijing Forestry University-Beijing-China
85185189902,25349,00489697,18791026,,"Geo-ecological, shoreline dynamic, and flooding impacts of Cyclonic Storm Mocha: A geospatial analysis",Mishra M.,Science of the Total Environment,2024-03-20,0,Journal,Article,170230,917,10.1016/j.scitotenv.2024.170230,Fakir Mohan University-Balasore-India
85185183902,25349,00489697,18791026,,Biochar's dual role in greenhouse gas emissions: Nitrogen fertilization dependency and mitigation potential,Li H.,Science of the Total Environment,2024-03-20,0,Journal,Review,170293,917,10.1016/j.scitotenv.2024.170293,Guangdong Academy of Agricultural Sciences-Guangzhou-ChinaxFoshan University-Foshan-China
85185175914,25349,00489697,18791026,,Dominance of soil moisture over aridity in explaining vegetation greenness across global drylands,Tripathi I.M.,Science of the Total Environment,2024-03-20,0,Journal,Article,170482,917,10.1016/j.scitotenv.2024.170482,Indian Institute of Technology Gandhinagar-Gandhinagar-India
85185161982,25349,00489697,18791026,,Extreme rainfall erosivity: Research advances and future perspectives,Zhao Y.,Science of the Total Environment,2024-03-20,0,Journal,Review,170425,917,10.1016/j.scitotenv.2024.170425,Guizhou Normal University-Guiyang-ChinaxState Engineering Technology Institute for Karst Desertification Control-Guiyang-China
85185157788,25349,00489697,18791026,,Air quality impacts of observationally constrained biomass burning heat flux inputs,Neyestani S.E.,Science of the Total Environment,2024-03-20,0,Journal,Article,170321,917,10.1016/j.scitotenv.2024.170321,"University of California, Riverside-Riverside-United States"
85185001415,25349,00489697,18791026,,Determining the Aethalometer multiple scattering enhancement factor C from the filter loading parameter,Ferrero L.,Science of the Total Environment,2024-03-20,0,Journal,Article,170221,917,10.1016/j.scitotenv.2024.170221,Università degli Studi di Milano-Bicocca-Milan-Italy
85185000590,25349,00489697,18791026,,Does heat tolerance actually predict animals' geographic thermal limits?,Camacho A.,Science of the Total Environment,2024-03-20,1,Journal,Article,170165,917,10.1016/j.scitotenv.2024.170165,CSIC - Estación Biologica de Doñana-Sevilla-Spain
85184998979,25349,00489697,18791026,,Effects of herbicides and fertilization on biofilms of Pampean lotic systems: A microcosm study,Bodean M.F.,Science of the Total Environment,2024-03-20,0,Journal,Article,170238,917,10.1016/j.scitotenv.2024.170238,Universidad Nacional del Litoral-Santa Fe-Argentina
85184150720,25349,00489697,18791026,,Automatedly identify dryland threatened species at large scale by using deep learning,Wang H.,Science of the Total Environment,2024-03-20,0,Journal,Article,170375,917,10.1016/j.scitotenv.2024.170375,Xinjiang Institute of Ecology and Geography Chinese Academy of Sciences-Urumqi-ChinaxXinjiang University-Urumqi-China
85184145369,25349,00489697,18791026,,Coastal adaptation and migration dynamics under future shoreline changes,Tierolf L.,Science of the Total Environment,2024-03-20,0,Journal,Article,170239,917,10.1016/j.scitotenv.2024.170239,Vrije Universiteit Amsterdam-Amsterdam-Netherlands
85184051643,25349,00489697,18791026,,Historical trends and drivers of the laterally transported terrestrial dissolved organic carbon to river systems,Nakhavali M.(.,Science of the Total Environment,2024-03-20,0,Journal,Article,170560,917,10.1016/j.scitotenv.2024.170560,"International Institute for Applied Systems Analysis, Laxenburg-Laxenburg-Austria"
85184049928,25349,00489697,18791026,,Using a metabolomics approach to investigate the sensitivity of a potential Arctic-invader and its Arctic sister-species to marine heatwaves and traditional harvesting disturbances,Beaudreau N.,Science of the Total Environment,2024-03-20,0,Journal,Article,170167,917,10.1016/j.scitotenv.2024.170167,Université du Québec à Rimouski-Rimouski-Canada
85184018134,25349,00489697,18791026,,Spatiotemporal variation in heatwaves and elderly population exposure across China,Zhou Y.,Science of the Total Environment,2024-03-20,0,Journal,Article,170245,917,10.1016/j.scitotenv.2024.170245,Ministry of Natural Resources of the People's Republic of China-Beijing-ChinaxSouthwest University-Chongqing-ChinaxNew Liberal Arts Laboratory for Sustainable Development of Rural Western China-Chongqing-China
85188541723,21100381612,,11334762,,"Spatial analysis of the exposure to flooding of educational centers in Orihuela, Alicante (Spain)",Zaragoza-Sáez Á.,Ciudad y Territorio Estudios Territoriales,2024-03-19,0,Journal,Article,,56,10.37230/CyTET.2024.219.8,Universitat d'Alacant-Alicante-Spain
85188456153,21100197156,18671381,18678548,,Verification of parameterizations for clear sky downwelling longwave irradiance in the Arctic,Pace G.,Atmospheric Measurement Techniques,2024-03-19,0,Journal,Article,,17,10.5194/amt-17-1617-2024,"Ente Per Le Nuove Tecnologie, l'Energia e l'Ambiente-Rome-Italy"
85188258194,21100197121,1991959X,19919603,,CloudbandPy 1.0: An automated algorithm for the detection of tropical-extratropical cloud bands,Pilon R.,Geoscientific Model Development,2024-03-19,0,Journal,Article,,17,10.5194/gmd-17-2247-2024,Université de Lausanne (UNIL)-Lausanne-Switzerland
85187758967,21121,,10916490,,Sea-surface temperature pattern effects have slowed global warming and biased warming-based constraints on climate sensitivity,Armour K.C.,Proceedings of the National Academy of Sciences of the United States of America,2024-03-19,0,Journal,Article,,121,10.1073/pnas.2312093121,University of Washington-Seattle-United StatesxUniversity of Washington School of Oceanography-Seattle-United States
85187346997,21537,0013936X,15205851,,Fate and Transport of Mercury through Waterflows in a Tropical Rainforest,Yuan W.,Environmental Science and Technology,2024-03-19,0,Journal,Article,,58,10.1021/acs.est.3c09265,Institute of Geochemistry Chinese Academy of Sciences-Guiyang-China
85187175763,21537,0013936X,15205851,,Using Knowledge-Guided Machine Learning To Assess Patterns of Areal Change in Waterbodies across the Contiguous United States,Wander H.L.,Environmental Science and Technology,2024-03-19,0,Journal,Article,,58,10.1021/acs.est.3c05784,Virginia Polytechnic Institute and State University-Blacksburg-United States
85187129112,21537,0013936X,15205851,,"Technical, Environmental, and Economic Analysis Comparing Low-Carbon Industrial Process Heat Options in U.S. Poly(vinyl chloride) and Ethylene Manufacturing Facilities",Schoeneberger C.,Environmental Science and Technology,2024-03-19,0,Journal,Article,,58,10.1021/acs.est.3c05880,Robert R. McCormick School of Engineering and Applied Science-Evanston-United States
85186963164,21537,0013936X,15205851,,Acidification Offset Warming-Induced Increase in N<inf>2</inf>O Production in Estuarine and Coastal Sediments,Li X.,Environmental Science and Technology,2024-03-19,0,Journal,Article,,58,10.1021/acs.est.3c10691,State Key Laboratory of Estuarine and Coastal Research-Shanghai-ChinaxEast China Normal University-Shanghai-China
85186753307,21101205163,,,9781040003039,"Child as method: Othering, interiority and materialism",Burman E.,"Child as Method: Othering, Interiority and Materialism",2024-03-19,0,Book,Book,,,10.4324/9781003284031,
85185997449,21101202813,,,9781003813613,Archaeology: An introduction: Sixth edition,Cobb H.,Archaeology: An Introduction: Sixth Edition,2024-03-19,0,Book,Book,,,10.4324/9781003041757,The University of Manchester-Manchester-United Kingdom
85188535624,130037,17264170,17264189,,"Variability and drivers of carbonate chemistry at shellfish aquaculture sites in the Salish Sea, British Columbia",Simpson E.,Biogeosciences,2024-03-18,0,Journal,Article,,21,10.5194/bg-21-1323-2024,Simon Fraser University-Burnaby-Canada
85188313190,24895,00384909,,,"Ecological niche modeling of pseudopaludicola motorzinho (anura, leptodactylidae), with two new distribution records and comments on its advertisment call variation",Cavalheri D.G.,Southwestern Naturalist,2024-03-18,0,Journal,Article,,67,10.1894/0038-4909-67.4.283,"Universidade Estadual Paulista ""Júlio de Mesquita Filho""-Sao Paulo-Brazil"
85188252064,130037,17264170,17264189,,Comparison of carbon and water fluxes and the drivers of ecosystem water use efficiency in a temperate rainforest and a peatland in southern South America,Perez-Quezada J.F.,Biogeosciences,2024-03-18,0,Journal,Article,,21,10.5194/bg-21-1371-2024,Universidad de Chile-Santiago-ChilexUniversidad de Concepcion-Biobio-ChilexCape Horn International Center-Punta Arenas-Chile
85188193141,19900192023,21904979,21904987,,Possible role of anthropogenic climate change in the record-breaking 2020 Lake Victoria levels and floods,Pietroiusti R.,Earth System Dynamics,2024-03-18,0,Journal,Article,,15,10.5194/esd-15-225-2024,Vrije Universiteit Brussel-Brussels-Belgium
85188183965,4400151418,18149324,18149332,,A past and present perspective on the European summer vapor pressure deficit,Nagavciuc V.,Climate of the Past,2024-03-18,0,Journal,Article,,20,10.5194/cp-20-573-2024,Alfred-Wegener-Institut Helmholtz-Zentrum für Polar- und Meeresforschung-Bremerhaven-GermanyxÅ tefan Cel Mare University-Suceava-Romania
85188175869,21100197156,18671381,18678548,,First validation of high-resolution satellite-derived methane emissions from an active gas leak in the UK,Dowd E.,Atmospheric Measurement Techniques,2024-03-18,0,Journal,Article,,17,10.5194/amt-17-1599-2024,University of Leeds-Leeds-United Kingdom
85188168260,130037,17264170,17264189,,Resolving heterogeneous fluxes from tundra halves the growing season carbon budget,Ludwig S.M.,Biogeosciences,2024-03-18,0,Journal,Article,,21,10.5194/bg-21-1301-2024,Lamont-Doherty Earth Observatory-Palisades-United StatesxColumbia University-New York-United States
85188166222,4400151418,18149324,18149332,,Sea-level and monsoonal control on the Maldives carbonate platform (Indian Ocean) over the last 1.3 million years,Alonso-Garcia M.,Climate of the Past,2024-03-18,0,Journal,Article,,20,10.5194/cp-20-547-2024,Universidad de Salamanca-Salamanca-SpainxUniversidade do Algarve-Faro-Portugal
85188159102,4400151418,18149324,18149332,,Glacial inception through rapid ice area increase driven by albedo and vegetation feedbacks,Willeit M.,Climate of the Past,2024-03-18,0,Journal,Article,,20,10.5194/cp-20-597-2024,Leibniz-Gemeinschaft-Berlin-Germany
85188158286,12162,00253154,14697769,,Spatiotemporal dynamics of subarctic intertidal macrobenthos: Going their own ways,Azovsky A.I.,Journal of the Marine Biological Association of the United Kingdom,2024-03-18,0,Journal,Article,e32,104,10.1017/S0025315424000237,"P.P.Shirshov Institute of Oceanology, Russian Academy of Sciences-Moscow-Russian FederationxLomonosov Moscow State University-Moscow-Russian Federation"
85188156478,4400151705,18120784,18120792,,Drivers of Laptev Sea interannual variability in salinity and temperature,Hudson P.A.,Ocean Science,2024-03-18,0,Journal,Article,,20,10.5194/os-20-341-2024,The University of Edinburgh-Edinburgh-United KingdomxNational Oceanography Centre Southampton-Southampton-United Kingdom
85188154953,21101089403,,26984016,,Mid-Pliocene not analogous to high-CO<inf>2</inf>climate when considering Northern Hemisphere winter variability,Oldeman A.M.,Weather and Climate Dynamics,2024-03-18,0,Journal,Article,,5,10.5194/wcd-5-395-2024,Institute for Marine and Atmospheric Research Utrecht-Utrecht-Netherlands
85188154830,130037,17264170,17264189,,Moisture and temperature effects on the radiocarbon signature of respired carbon dioxide to assess stability of soil carbon in the Tibetan Plateau,Tangarife-Escobar A.,Biogeosciences,2024-03-18,0,Journal,Article,,21,10.5194/bg-21-1277-2024,Max Planck Institute for Biogeochemistry-Jena-Germany
85188148864,130037,17264170,17264189,,Frost matters: Incorporating late-spring frost into a dynamic vegetation model regulates regional productivity dynamics in European beech forests,Meyer B.F.,Biogeosciences,2024-03-18,0,Journal,Article,,21,10.5194/bg-21-1355-2024,Technische Universität München-Munich-Germany
85187103614,21100248891,,21680485,,CO<inf>2</inf> Reduction beyond Copper-Based Catalysts: A Natural Language Processing Review from the Scientific Literature,Bandeira L.,ACS Sustainable Chemistry and Engineering,2024-03-18,0,Journal,Article,,12,10.1021/acssuschemeng.3c06920,Universidade Federal do ABC-Santo Andre-Brazil
85186597066,21101038508,2169897X,21698996,,East Asia Atmospheric River Forecast With a Deep Learning Method: GAN-UNet,Tian Y.,Journal of Geophysical Research: Atmospheres,2024-03-16,0,Journal,Article,e2023JD039311,129,10.1029/2023JD039311,Beijing Normal University-Beijing-China
85186576789,27962,00948276,19448007,,Flawed Emergency Intervention: Slow Ocean Response to Abrupt Stratospheric Aerosol Injection,Pflüger D.,Geophysical Research Letters,2024-03-16,0,Journal,Article,e2023GL106132,51,10.1029/2023GL106132,Institute for Marine and Atmospheric Research Utrecht-Utrecht-Netherlands
85186570699,21101038508,2169897X,21698996,,Storylines for Future Projections of Precipitation Over New Zealand in CMIP6 Models,Gibson P.B.,Journal of Geophysical Research: Atmospheres,2024-03-16,0,Journal,Article,e2023JD039664,129,10.1029/2023JD039664,National Institute of Water and Atmospheric Research-Auckland-New Zealand
85186539334,27962,00948276,19448007,,"The Impact of Rotation on Tropical Climate, the Hydrologic Cycle, and Climate Sensitivity",Silvers L.G.,Geophysical Research Letters,2024-03-16,0,Journal,Article,e2023GL105850,51,10.1029/2023GL105850,"Walter Scott, Jr. College of Engineering-Fort Collins-United StatesxStony Brook University-Stony Brook-United States"
85186484568,27962,00948276,19448007,,Real-Time Water Levels Using GNSS-IR: A Potential Tool for Flood Monitoring,Purnell D.,Geophysical Research Letters,2024-03-16,0,Journal,Article,e2023GL105039,51,10.1029/2023GL105039,Université Laval-Quebec-CanadaxUniversité McGill-Montreal-Canada
85186439584,21101038508,2169897X,21698996,,Tropical Cyclone Changes in Convection-Permitting Regional Climate Projections: A Study Over the Shanghai Region,Buonomo E.,Journal of Geophysical Research: Atmospheres,2024-03-16,0,Journal,Article,e2023JD038508,129,10.1029/2023JD038508,Met Office-Exeter-United Kingdom
85186421556,27962,00948276,19448007,,Dynamical Downscaling of Climate Simulations in the Tropics,Liu S.,Geophysical Research Letters,2024-03-16,0,Journal,Article,e2023GL105733,51,10.1029/2023GL105733,Institut für Atmosphäre und Klima-Zurich-Switzerland
85186418370,27962,00948276,19448007,,Structure of the Bottom Boundary Current South of Iceland and Spreading of Deep Waters by Submesoscale Processes,de Marez C.,Geophysical Research Letters,2024-03-16,0,Journal,Article,e2023GL107508,51,10.1029/2023GL107508,Haskoli Islands-Reykjavik-Iceland
85186414803,21101038508,2169897X,21698996,,An Analytical Model of Active Layer Depth Under Changing Ground Heat Flux,Zhu M.,Journal of Geophysical Research: Atmospheres,2024-03-16,0,Journal,Article,e2023JD039453,129,10.1029/2023JD039453,College of Engineering-Atlanta-United States
85186400393,21101038508,2169897X,21698996,,Roles of Thermal Forced and Eddy-Driven Effects in the Northward Shifting of the Subtropical Westerly Jet Under Recent Climate Change,Sheng C.,Journal of Geophysical Research: Atmospheres,2024-03-16,0,Journal,Article,e2023JD039937,129,10.1029/2023JD039937,Institute of Atmospheric Physics Chinese Academy of Sciences-Beijing-China
85186397591,27962,00948276,19448007,,Increasing Flood Hazard Posed by Tropical Cyclone Rapid Intensification in a Changing Climate,Lockwood J.W.,Geophysical Research Letters,2024-03-16,0,Journal,Article,e2023GL105624,51,10.1029/2023GL105624,Princeton University-Princeton-United States
85186393273,27962,00948276,19448007,,Sensitivity of Rainfall Extremes to Unprecedented Indian Ocean Dipole Events,MacLeod D.,Geophysical Research Letters,2024-03-16,0,Journal,Article,e2023GL105258,51,10.1029/2023GL105258,Cardiff University-Cardiff-United Kingdom
